Ref_DOI_number,Perovskite_composition_short_form,Perovskite_composition_long_form,EQE_integrated_Jsc,JV_default_Voc,JV_default_Jsc,Perovskite_band_gap
10.1002/solr.201900223,MAPbI,MAPbI3,18.1,0.91,18.9,1.6
10.1039/c5ta08250a,MAPbI,MAPbI3,18.1,1.05,17.8,1.6
10.1021/acssuschemeng.8b06619,MAPbI,MAPbI3,18.1,0.994,19.89,1.6
10.1039/c5ta08250a,MAPbI,MAPbI3,18.1,1.0,16.4,1.6
10.1016/j.nanoen.2016.08.001,MAPbI,MAPbI3,18.1,1.13,22.16,1.6
10.1021/acssuschemeng.8b06619,MAPbI,MAPbI3,18.1,0.988,18.41,1.6
10.1016/j.solener.2018.07.022,MAPbI,MAPbI3,18.09,1.031,18.21,1.6
10.1021/acssuschemeng.8b06619,MAPbI,MAPbI3,18.08,0.986,19.15,1.6
10.1038/s41598-017-08187-4,MAPbI,MAPbI3,18.08,1.057,18.5,1.6
10.1016/j.orgel.2016.11.031,MAPbI,MAPbI3,18.05,0.85,18.7,1.6
10.1038/s41598-017-08187-4,MAPbI,MAPbI3,18.05,1.041,19.2,1.6
10.1002/cssc.201601711,MAPbI,MAPbI3,18.05,0.78,19.7,1.6
10.1021/acsenergylett.6b00281,MAPbI,MAPbI3,18.05,0.87,19.84,1.58
10.1039/c8nr02903b,MAPbI,MAPbI3,18.04,0.91,19.36,1.6
10.1016/j.scib.2017.08.022,MAPbI,MAPbI3,18.03,0.63,23.78,1.5
10.1016/j.solmat.2016.07.045,MAPbI,MAPbI3,18.03,0.93,18.38,1.6
10.1002/aenm.201600920,MAPbI,MAPbI3,18.03,0.943,18.11,1.6
10.1039/c6ta10470c,MAPbI,MAPbI3,18.02,0.98,18.85,1.6
10.1155/2018/4012850,MAPbI,MAPbI3,18.02,0.98,18.21,1.6
10.1016/j.jechem.2015.10.003,MAPbI,MAPbI3,18.02,0.82,20.09,1.6
10.1016/j.solmat.2017.03.030,MAPbI,MAPbI3,18.02,0.98,19.24,1.6
10.1007/s11426-016-0147-0,MAPbI,MAPbI3,18.02,0.93,17.6,1.6
10.1039/c7ra10695e,MAPbI,MAPbI3,18.01,1.01,19.3,1.6
10.1016/j.solener.2019.02.056,MAPbI,MAPbI3,18.01,0.89,21.13,1.5
10.1021/jz5002117,MAPbI,MAPbI3,18.01,1.0,19.2,1.6
10.1016/j.jpowsour.2018.02.050,MAPbI,MAPbI3,18.0,1.096,21.35,1.6
10.1021/acsami.6b13372,MAPbI,MAPbI3,18.0,0.96,17.9,1.6
10.1002/adfm.201703068,MAPbI,MAPbI3,18.0,0.91,19.2,1.6
10.1038/s41598-019-57015-4,MAPbI,MAPbI3,18.0,1.01,20.6,1.61
10.1002/solr.201800205,MAPbI,MAPbI3,18.0,0.76,20.23,1.5
10.1002/aenm.201601822,MAPbI,MAPbI3,18.0,0.98,18.1,1.6
10.1002/cssc.201800625,MAPbI,MAPbI3,18.0,0.98,21.06,1.6
10.1002/smll.201601769,MAPbI,MAPbI3,18.0,1.05,19.31,1.6
10.1039/c8se00095f,MAPbI,MAPbI3,18.0,1.1,22.33,1.6
10.1007/s10118-017-1891-z,MAPbI,MAPbI3,18.0,0.85,18.23,1.6
10.1039/c6ee01969b,MAPbI,MAPbI3,18.0,1.04,21.3,1.6
10.1021/acs.jpcc.8b07124,MAPbI,MAPbI3,18.0,1.07,18.3,1.6
10.1016/j.jpowsour.2019.04.009,MAPbI,MAPbI3,18.0,0.91,20.56,1.6
10.1039/c9ra04907j,MAPbI,MAPbI3,18.0,0.8,19.25,1.6
10.1039/c8ta12028e,MAPbI,MAPbI3,18.0,1.084,21.29,1.6
10.1039/c3ee42282h,MAPbI,MAPbI3,18.0,0.7120000000000001,18.8,1.6
10.1246/cl.180219,MAPbI,MAPbI3,18.0,0.96,18.93,1.6
10.1016/j.nanoen.2018.04.012,MAPbI,MAPbI3,18.0,1.03,21.25,1.6
10.1039/c6ra07603c,MAPbI,MAPbI3,18.0,1.08,20.31,1.51
10.1007/s10853-019-03898-7,MAPbI,MAPbI3,18.0,1.03,20.35,1.6
10.1016/j.electacta.2018.06.015,MAPbI,MAPbI3,18.0,1.009,18.62,1.6
10.1021/acsomega.7b01026,MAPbI,MAPbI3,18.0,0.61,5.3,1.6
10.1021/acsomega.7b01026,MAPbI,MAPbI3,18.0,0.83,15.0,1.6
10.1039/c7tc03984k,MAPbI,MAPbI3,18.0,1.05,18.43,1.6
10.1021/acsomega.7b01026,MAPbI,MAPbI3,18.0,0.9,19.7,1.6
10.1021/acsomega.7b01026,MAPbI,MAPbI3,18.0,0.9,20.0,1.6
10.1039/c7ee03275g,MAPbI,MAPbI3,18.0,1.05,20.18,1.6
10.1016/j.jechem.2018.06.013,MAPbI,MAPbI3,18.0,0.93,18.85,1.6
10.5796/electrochemistry.85.231,MAPbI,MAPbI3,18.0,0.958,19.2,1.6
10.1021/acsomega.7b01026,MAPbI,MAPbI3,18.0,0.1,6.1,1.6
10.1039/c7ra00066a,MAPbI,MAPbI3,18.0,0.8029999999999999,20.1,1.6
10.1016/j.electacta.2018.07.029,MAPbI,MAPbI3,18.0,0.912,18.76,1.6
10.1039/c8se00332g,MAPbI,MAPbI3,18.0,0.9,23.45,1.6
10.1002/aenm.201903357,MAPbI,MAPbI3,18.0,0.99,18.47,1.6
10.1155/2019/4360816,MAPbI,MAPbI3,18.0,1.02,18.8,1.6
10.1002/adfm.201504564,MAPbI,MAPbI3,18.0,0.984,17.6,1.6
10.1039/c8ta12028e,MAPbI,MAPbI3,18.0,1.087,21.16,1.6
10.1016/j.jpowsour.2017.03.144,MAPbI,MAPbI3,18.0,1.061,17.95,1.6
10.1016/j.electacta.2016.05.122,MAPbI,MAPbI3,17.99,0.02,0.986,1.6
10.1039/c5ta05026j,MAPbI,MAPbI3,17.98,0.997,18.83,1.6
10.1039/c7ee03275g,MAPbI,MAPbI3,17.95,1.02,18.29,1.6
10.1021/acssuschemeng.6b03089,MAPbI,MAPbI3,17.95,0.96,18.5,1.6
10.1021/acs.langmuir.7b00127,MAPbI,MAPbI3,17.94,0.925,17.98,1.6
10.1016/j.jallcom.2019.01.372,MAPbI,MAPbI3,17.94,0.98,18.98,1.6
10.1016/j.solmat.2019.03.022,MAPbI,MAPbI3,17.93,0.78,19.25,1.6
10.1039/c6ta06152d,MAPbI,MAPbI3,17.93,0.95,19.58,1.6
10.1016/j.solener.2016.09.048,MAPbI,MAPbI3,17.93,0.99,18.04,1.6
10.1016/j.solmat.2019.03.022,MAPbI,MAPbI3,17.93,0.78,20.69,1.6
10.1109/JPHOTOV.2015.2455345,MAPbI,MAPbI3,17.92,0.75,18.56,1.6
10.1038/ncomms10214,MAPbI,MAPbI3,17.9,0.91,19.5,1.55
10.1039/c7cc09838c,MAPbI,MAPbI3,17.9,1.012,19.73,1.56
10.1016/j.orgel.2018.06.049,MAPbI,MAPbI3,17.9,0.96,18.56,1.6
10.1016/j.nanoen.2016.10.044,MAPbI,MAPbI3,17.9,0.95,18.7,1.6
10.1016/j.apsusc.2019.03.164,MAPbI,MAPbI3,17.9,1.095,18.16,1.6
10.1039/c4cc06493c,MAPbI,MAPbI3,17.9,0.942,19.32,1.6
10.1109/JPHOTOV.2018.2820509,MAPbI,MAPbI3,17.9,0.98,18.7,1.6
10.1016/j.jpowsour.2016.12.026,MAPbI,MAPbI3,17.9,1.1,17.4,1.6
10.1039/c5nr03610k,MAPbI,MAPbI3,17.9,0.937,18.0,1.6
10.1002/cssc.201800610,MAPbI,MAPbI3,17.9,1.01,18.26,1.6
10.1021/acsaem.7b00194,MAPbI,MAPbI3,17.9,1.041,20.4,1.6
10.1016/j.cplett.2016.09.046,MAPbI,MAPbI3,17.9,1.03,20.65,1.6
10.1016/j.dyepig.2019.107630,MAPbI,MAPbI3,17.9,0.98,18.16,1.6
10.1002/anie.201604399,MAPbI,MAPbI3,17.9,0.94,19.69,1.6
10.1002/aenm.201601822,MAPbI,MAPbI3,17.9,0.97,,1.6
10.1166/jnn.2020.17339,MAPbI,MAPbI3,17.9,0.8,19.4,1.6
10.1016/j.jpowsour.2019.226768,MAPbI,MAPbI3,17.9,1.003,18.29,1.6
10.1039/c8ra03119c,MAPbI,MAPbI3,17.9,0.95,18.29,1.6
10.1016/j.nanoen.2017.08.014,MAPbI,MAPbI3,17.896,1.1,18.49,1.6
10.1021/ja509245x,MAPbI,MAPbI3,17.89,0.818,18.33,1.55
10.1088/1361-6463/ab140f,MAPbI,MAPbI3,17.87,0.9,20.4,1.6
10.1021/acssuschemeng.6b03089,MAPbI,MAPbI3,17.86,0.93,18.04,1.6
10.1002/cssc.201701827,MAPbI,MAPbI3,17.83,0.96,18.56,1.6
10.1039/c8tc01955j,MAPbI,MAPbI3,17.82,1.074,18.36,1.61
10.1039/c7nr05695h,MAPbI,MAPbI3,17.81,0.957,18.64,1.5
10.5796/electrochemistry.85.231,MAPbI,MAPbI3,17.8,1.02,18.8,1.6
10.1021/acssuschemeng.8b06619,MAPbI,MAPbI3,17.8,1.012,19.47,1.6
10.1126/science.1254763,MAPbI,MAPbI3,17.8,0.84,21.1,1.6
10.1002/aenm.201900198,MAPbI,MAPbI3,17.8,1.017,19.07,1.6
10.1016/j.solener.2017.08.011,MAPbI,MAPbI3,17.78,1.05,22.71,1.6
10.1016/j.matlet.2018.09.117,MAPbI,MAPbI3,17.78,1.084,18.1,1.6
10.1002/adma.201804771,MAPbI,MAPbI3,17.77,1.23,18.22,1.6
10.1016/j.solmat.2015.06.024,MAPbI,MAPbI3,17.77,0.882,18.87,1.6
10.1039/c6sc00973e,MAPbI,MAPbI3,17.75,1.06,19.15,1.6
10.1039/c7ta09646a,MAPbI,MAPbI3,17.75,0.861,17.75,1.6
10.1021/acsami.7b19053,MAPbI,MAPbI3,17.74,0.97,18.22,1.6
10.1002/cssc.201701027,MAPbI,MAPbI3,17.73,1.061,18.058,1.6
10.1002/adfm.201503160,MAPbI,MAPbI3,17.73,0.85,19.98,1.5
10.1007/s11426-016-0147-0,MAPbI,MAPbI3,17.72,0.91,16.8,1.6
10.1007/s12274-015-0711-4,MAPbI,MAPbI3,17.72,0.88,18.08,1.6
10.1016/j.materresbull.2018.03.027,MAPbI,MAPbI3,17.71,0.84,4.48,1.6
10.1039/C6TA09922J,MAPbI,MAPbI3,17.7,0.99,19.0,1.6
10.1021/acsami.6b15095,MAPbI,MAPbI3,17.7,0.96,18.55,1.6
10.1016/j.nanoen.2019.05.084,MAPbI,MAPbI3,17.7,0.935,20.0,1.53
10.1021/acsami.6b09978,MAPbI,MAPbI3,17.7,0.89,18.05,1.6
10.1039/C4EE01546K,MAPbI,MAPbI3,17.7,0.92,16.8,1.6
10.1016/j.electacta.2018.04.123,MAPbI,MAPbI3,17.7,0.99,19.65,
10.1002/solr.201900223,MAPbI,MAPbI3,17.7,0.93,18.3,1.6
10.1016/j.nanoen.2019.05.084,MAPbI,MAPbI3,17.7,0.919,18.9,1.53
10.1063/1.5032764,MAPbI,MAPbI3,17.68,0.94,18.4,1.6
10.1016/j.jallcom.2018.10.190,MAPbI,MAPbI3,17.68,0.94,18.4,1.6
10.1002/aenm.201801234,MAPbI,MAPbI3,17.66,1.05,15.62,1.58
10.1088/1361-6463/ab140f,MAPbI,MAPbI3,17.66,0.98,19.92,1.6
10.1002/aenm.201801234,MAPbI,MAPbI3,17.66,1.05,15.62,1.58
10.1016/j.jpowsour.2017.05.007,MAPbI,MAPbI3,17.64,1.02,20.25,1.6
10.1016/j.jpowsour.2017.05.007,MAPbI,MAPbI3,17.64,1.02,14.86,1.6
10.1016/j.jpowsour.2017.05.007,MAPbI,MAPbI3,17.64,1.0,16.8,1.6
10.1016/j.jpowsour.2017.05.007,MAPbI,MAPbI3,17.64,1.02,20.25,1.6
10.1016/j.jpowsour.2017.05.007,MAPbI,MAPbI3,17.64,1.02,20.03,1.6
10.1016/j.solmat.2015.06.024,MAPbI,MAPbI3,17.63,0.865,19.06,1.6
10.1016/j.nanoen.2016.11.039,MAPbI,MAPbI3,17.6,1.08,20.36,1.6
10.1039/c7se00536a,MAPbI,MAPbI3,17.6,0.77,16.3,1.6
10.1002/advs.201802040,MAPbI,MAPbI3,17.6,1.09,22.99,1.6
10.1002/advs.201802040,MAPbI,MAPbI3,17.6,1.09,22.99,1.6
10.1002/advs.201802040,MAPbI,MAPbI3,17.6,1.09,22.99,1.6
10.1002/cphc.201900856,MAPbI,MAPbI3,17.6,1.01,18.3,1.6
10.1016/j.nanoen.2016.11.039,MAPbI,MAPbI3,17.6,1.045,19.37,1.6
10.1039/c8tc01956h,MAPbI,MAPbI3,17.6,0.63,17.49,1.61
10.1002/aenm.201601822,MAPbI,MAPbI3,17.6,0.91,17.6,1.6
10.1002/cphc.201900856,MAPbI,MAPbI3,17.6,0.93,17.9,1.6
10.1002/adfm.201703068,MAPbI,MAPbI3,17.6,0.84,18.2,1.6
10.1002/advs.201802040,MAPbI,MAPbI3,17.6,1.09,22.99,1.6
10.1002/advs.201802040,MAPbI,MAPbI3,17.6,1.09,22.99,1.6
10.1039/c5ra01540e,MAPbI,MAPbI3,17.59,0.701,17.39,1.6
10.1016/j.electacta.2020.135697,MAPbI,MAPbI3,17.59,1.06,17.96,
10.1039/c6sc00973e,MAPbI,MAPbI3,17.57,1.07,18.24,1.6
10.1021/acssuschemeng.8b06619,MAPbI,MAPbI3,17.57,0.98,17.84,1.6
10.1021/acssuschemeng.8b06619,MAPbI,MAPbI3,17.57,0.995,18.41,1.6
10.1039/c7nr02404e,MAPbI,MAPbI3,17.57,0.99,17.98,1.62
10.1016/j.apsusc.2017.02.150,MAPbI,MAPbI3,17.51,0.97,19.78,1.6
10.1016/j.electacta.2018.06.019,MAPbI,MAPbI3,17.51,1.034,16.76,1.6
10.1039/c5nr07758c,MAPbI,MAPbI3,17.5,0.952,17.5,1.6
10.1039/c5ta02238j,MAPbI,MAPbI3,17.5,0.85,18.02,1.6
10.1021/acssuschemeng.8b02500,MAPbI,MAPbI3,17.5,1.04,19.19,1.6
10.1021/acsenergylett.8b01556,MAPbI,MAPbI3,17.5,1.111,21.83,1.55
10.1038/ncomms8410,MAPbI,MAPbI3,17.5,1.06,21.6,1.6
10.1039/c8ta02071j,MAPbI,MAPbI3,17.5,1.06,16.53,1.6
10.1021/acsami.7b17781,MAPbI,MAPbI3,17.5,1.05,19.12,1.6
10.1021/acsami.5b01049,MAPbI,MAPbI3,17.5,0.87,18.94,1.65
10.1021/acssuschemeng.6b01183,MAPbI,MAPbI3,17.5,0.82,17.75,1.6
10.1142/S1793604718500807,MAPbI,MAPbI3,17.5,0.95,18.92,1.6
10.1016/j.solener.2017.01.018,MAPbI,MAPbI3,17.5,1.01,18.6,1.6
10.1002/pssr.201600395,MAPbI,MAPbI3,17.5,0.927,17.9,1.6
10.1088/2053-1591/ab221b,MAPbI,MAPbI3,17.5,0.96,19.89,1.58
10.1002/adfm.201504041,MAPbI,MAPbI3,17.5,0.85,18.0,1.6
10.1002/aenm.201500568,MAPbI,MAPbI3,17.49,0.959,17.5,1.6
10.1016/j.solmat.2015.06.024,MAPbI,MAPbI3,17.46,0.87,17.51,1.6
10.1007/s11426-016-0147-0,MAPbI,MAPbI3,17.46,0.92,17.0,1.6
10.1016/j.jpowsour.2017.05.007,MAPbI,MAPbI3,17.43,1.0,18.74,1.6
10.1016/j.synthmet.2019.06.011,MAPbI,MAPbI3,17.43,1.06,19.37,1.6
10.1016/j.synthmet.2019.06.011,MAPbI,MAPbI3,17.43,1.04,18.95,1.6
10.1016/j.orgel.2017.07.047,MAPbI,MAPbI3,17.42,0.611,17.492,1.51
10.1021/acsami.5b11286,MAPbI,MAPbI3,17.42,0.93,18.75,1.6
10.1039/c5ra06876b,MAPbI,MAPbI3,17.42,0.961,18.69,1.6
10.1002/aenm.201700012,MAPbI,MAPbI3,17.42,1.0,18.56,1.6
10.1021/acsami.8b10253,MAPbI,MAPbI3,17.4,0.95,18.7,1.6
10.1002/solr.201900223,MAPbI,MAPbI3,17.4,0.93,19.1,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.4,0.78,11.61,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.4,0.86,12.73,1.6
10.1002/cssc.201501659,MAPbI,MAPbI3,17.4,1.036,16.7,1.55
10.1039/c6ra07603c,MAPbI,MAPbI3,17.4,0.98,20.5,1.51
10.1021/acsami.8b10253,MAPbI,MAPbI3,17.4,0.95,18.7,1.6
10.1038/NENERGY.2015.12,MAPbI,MAPbI3,17.4,0.96,17.5,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.4,0.9,14.54,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.4,1.0,17.5,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.4,0.97,16.23,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.4,0.89,9.63,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.4,0.92,18.8,1.6
10.1016/j.orgel.2018.02.026,MAPbI,MAPbI3,17.4,0.99,17.8,1.6
10.1021/acsami.6b16541,MAPbI,MAPbI3,17.4,0.92,18.07,1.6
10.1021/acs.jpcc.8b01026,MAPbI,MAPbI3,17.4,0.96,19.4,1.59
10.1021/acsami.5b08038,MAPbI,MAPbI3,17.4,0.956,17.47,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.4,0.89,7.21,1.6
10.1002/adma.201603326,MAPbI,MAPbI3,17.4,0.95,17.9,1.6
10.1038/srep34675,MAPbI,MAPbI3,17.4,0.91,18.5,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.4,0.89,12.32,1.6
10.1021/acs.iecr.6b04478,MAPbI,MAPbI3,17.4,0.9,18.1,1.6
10.1016/j.apsusc.2018.09.019,MAPbI,MAPbI3,17.39,0.85,18.52,1.6
10.1016/j.orgel.2017.07.047,MAPbI,MAPbI3,17.37,0.536,17.128,1.51
10.1039/c8nr02903b,MAPbI,MAPbI3,17.36,0.92,18.08,1.6
10.1002/aenm.201601055,MAPbI,MAPbI3,17.36,1.03,17.72,1.55
10.1021/acssuschemeng.8b06619,MAPbI,MAPbI3,17.34,0.998,19.01,1.6
10.1038/srep27773,MAPbI,MAPbI3,17.34,1.0,17.93,1.5
10.1016/j.apsusc.2019.143610,MAPbI,MAPbI3,17.34,0.954,18.72,1.6
10.1039/c4ta01786b,MAPbI,MAPbI3,17.33,1.05,17.91,1.6
10.1021/acs.iecr.6b04768,MAPbI,MAPbI3,17.32,0.84,18.81,1.6
10.1038/s41598-017-08187-4,MAPbI,MAPbI3,17.32,1.047,18.27,1.6
10.1002/aenm.201700977,MAPbI,MAPbI3,17.3,0.91,19.3,1.59
10.1002/aenm.201700977,MAPbI,MAPbI3,17.3,0.91,19.3,1.59
10.1002/aenm.201700977,MAPbI,MAPbI3,17.3,0.91,19.3,1.59
10.1002/aenm.201700977,MAPbI,MAPbI3,17.3,0.91,19.3,1.59
10.1016/j.solmat.2017.01.013,MAPbI,MAPbI3,17.3,0.92,22.5,1.6
10.1039/c7ta04225f,MAPbI,MAPbI3,17.3,1.05,17.4,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.3,1.01,17.2,1.6
10.1021/acsami.7b04894,MAPbI,MAPbI3,17.3,0.986,19.03,1.6
10.1039/c6nr01152g,MAPbI,MAPbI3,17.3,1.02,17.9,1.6
10.1038/srep14083,MAPbI,MAPbI3,17.3,0.97,18.0,1.65
10.1002/aenm.201700977,MAPbI,MAPbI3,17.3,0.91,19.3,1.59
10.1016/j.orgel.2017.02.011,MAPbI,MAPbI3,17.3,0.95,17.4,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.3,0.95,20.0,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.3,0.95,17.58,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.3,0.95,14.31,1.6
10.1039/c6ra11936k,MAPbI,MAPbI3,17.3,0.87,19.42,1.6
10.1002/aenm.201700977,MAPbI,MAPbI3,17.3,0.91,19.3,1.59
10.1039/c8tc01956h,MAPbI,MAPbI3,17.3,0.77,16.68,1.61
10.1002/aenm.201700977,MAPbI,MAPbI3,17.3,0.91,19.3,1.59
10.1002/aenm.201700977,MAPbI,MAPbI3,17.3,0.91,19.3,1.59
10.1016/j.orgel.2018.10.032,MAPbI,MAPbI3,17.3,0.99,17.7,1.6
10.1039/c4ee02465f,MAPbI,MAPbI3,17.3,0.02,0.96,1.6
10.1021/acssuschemeng.8b06619,MAPbI,MAPbI3,17.27,0.964,18.21,1.6
10.1016/j.jallcom.2019.151970,MAPbI,MAPbI3,17.27,0.94,16.6,1.6
10.1039/c4nr04007d,MAPbI,MAPbI3,17.27,1.07,18.38,1.6
10.1021/acssuschemeng.8b06619,MAPbI,MAPbI3,17.27,0.992,18.32,1.6
10.1039/c8ta07617k,MAPbI,MAPbI3,17.25,1.09,18.47,1.6
10.1021/acssuschemeng.8b06619,MAPbI,MAPbI3,17.24,0.972,18.86,1.6
10.1039/c5ee00222b,MAPbI,MAPbI3,17.23,0.86,18.08,1.5
10.1016/j.orgel.2015.02.023,MAPbI,MAPbI3,17.21,0.93,18.84,1.6
10.1039/c7nr02674a,MAPbI,MAPbI3,17.2,1.055,19.2,1.6
10.1039/c5ra09691j,MAPbI,MAPbI3,17.2,,,1.6
10.1021/acssuschemeng.8b00691,MAPbI,MAPbI3,17.2,1.08,20.8,1.6
10.1016/j.apsusc.2019.03.164,MAPbI,MAPbI3,17.2,1.048,18.04,1.6
10.1016/j.cplett.2016.09.046,MAPbI,MAPbI3,17.2,0.97,18.34,1.6
10.1016/j.jpowsour.2017.03.144,MAPbI,MAPbI3,17.2,0.955,17.24,1.6
10.1016/j.solmat.2015.06.024,MAPbI,MAPbI3,17.2,0.8340000000000001,17.38,1.6
10.1016/j.orgel.2018.05.052,MAPbI,MAPbI3,17.2,0.97,17.81,1.6
10.1007/s12274-015-0711-4,MAPbI,MAPbI3,17.2,0.8690000000000001,17.45,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,17.2,1.07,19.1,1.6
10.1016/j.orgel.2019.01.040,MAPbI,MAPbI3,17.2,0.87,17.5,1.6
10.1016/j.electacta.2020.135697,MAPbI,MAPbI3,17.19,1.07,17.58,
10.1016/j.electacta.2020.135697,MAPbI,MAPbI3,17.19,1.05,19.85,
10.1021/jp508015c,MAPbI,MAPbI3,17.16,0.93,17.26,1.6
10.1016/j.solmat.2016.03.035,MAPbI,MAPbI3,17.15,0.98,17.98,1.6
10.1039/c9ta01278h,MAPbI,MAPbI3,17.13,1.06,19.29,1.6
10.1016/j.solener.2018.07.022,MAPbI,MAPbI3,17.13,0.826,17.45,1.6
10.1039/c7ta01636k,MAPbI,MAPbI3,17.12,1.08,21.67,1.6
10.1039/c7ta03541a,MAPbI,MAPbI3,17.12,0.976,18.95,1.56
10.1039/c7ta03541a,MAPbI,MAPbI3,17.12,0.968,18.89,1.56
10.1016/j.nanoen.2019.104018,MAPbI,MAPbI3,17.1,0.92,18.1,1.6
10.1021/acsami.6b09978,MAPbI,MAPbI3,17.1,0.89,17.38,1.6
10.1039/c6nr03021a,MAPbI,MAPbI3,17.1,1.1,21.7,1.55
10.1002/aenm.201501773,MAPbI,MAPbI3,17.1,0.85,18.02,1.56
10.1016/j.orgel.2018.05.052,MAPbI,MAPbI3,17.1,1.0,17.69,1.6
10.1016/j.apsusc.2016.03.079,MAPbI,MAPbI3,17.1,0.928,18.5,1.6
10.1039/c5ta02843d,MAPbI,MAPbI3,17.1,1.0,19.25,1.6
10.1021/acsami.5b02705,MAPbI,MAPbI3,17.08,1.046,18.58,1.6
10.1039/c7ta02822a,MAPbI,MAPbI3,17.08,1.068,17.23,1.6
10.1039/c6qm00097e,MAPbI,MAPbI3,17.07,1.012,18.02,1.5
10.7567/JJAP.55.02BF08,MAPbI,MAPbI3,17.07,0.8809999999999999,17.91,1.6
10.1039/c6ra03485c,MAPbI,MAPbI3,17.06,0.85,17.59,1.6
10.1016/j.electacta.2016.05.122,MAPbI,MAPbI3,17.05,0.019,0.95,1.6
10.1016/j.orgel.2019.03.031,MAPbI,MAPbI3,17.03,1.04,19.53,1.6
10.1007/s10854-017-7691-y,MAPbI,MAPbI3,17.03,0.921,15.8,1.6
10.1016/j.orgel.2016.11.031,MAPbI,MAPbI3,17.03,0.82,17.53,1.6
10.1016/j.carbon.2018.07.010,MAPbI,MAPbI3,17.02,1.0,16.85,1.6
10.1021/acs.nanolett.7b00200,MAPbI,MAPbI3,17.02,0.84,17.93,1.6
10.1039/c9se00817a,MAPbI,MAPbI3,17.02,1.03,23.09,1.57
10.1016/j.jechem.2015.10.003,MAPbI,MAPbI3,17.01,0.75,18.65,1.6
10.1039/c7ta06766f,MAPbI,MAPbI3,17.01,1.02,17.56,1.6
10.1016/j.jechem.2018.03.017,MAPbI,MAPbI3,17.0,0.96,19.67,1.55
10.1039/c8ta12028e,MAPbI,MAPbI3,17.0,1.07,20.86,1.6
10.1039/c5nr01988e,MAPbI,MAPbI3,17.0,1.05,17.28,1.6
10.1039/c7tc00858a,MAPbI,MAPbI3,17.0,1.02,17.4,1.6
10.1039/c6ta04600b,MAPbI,MAPbI3,17.0,0.89,18.2,
10.1016/j.solmat.2017.04.038,MAPbI,MAPbI3,17.0,1.07,17.3,1.6
10.1016/j.jpowsour.2019.01.065,MAPbI,MAPbI3,17.0,0.88,17.97,1.6
10.1007/s10853-019-03898-7,MAPbI,MAPbI3,17.0,1.03,17.77,1.6
10.1016/j.ceramint.2018.07.121,MAPbI,MAPbI3,17.0,1.04,17.41,1.6
10.1039/c7ta08947c,MAPbI,MAPbI3,17.0,0.9,18.16,1.6
10.1016/j.orgel.2017.03.017,MAPbI,MAPbI3,17.0,0.87,17.98,1.6
10.1002/aenm.201601822,MAPbI,MAPbI3,17.0,0.89,,1.6
10.1002/aenm.201501520,MAPbI,MAPbI3,17.0,1.05,17.0,1.6
10.1016/j.orgel.2017.08.001,MAPbI,MAPbI3,17.0,1.022,22.1,1.6
10.1016/j.orgel.2017.03.017,MAPbI,MAPbI3,17.0,0.8,16.33,1.6
10.1016/j.solener.2018.03.037,MAPbI,MAPbI3,17.0,0.97,17.39,1.6
10.1021/acsami.7b08536,MAPbI,MAPbI3,17.0,0.86,21.51,1.6
10.1016/j.apsusc.2019.03.164,MAPbI,MAPbI3,17.0,1.08,17.85,1.6
10.1038/NMAT4388,MAPbI,MAPbI3,17.0,0.94,17.0,1.6
10.1016/j.apsusc.2016.03.079,MAPbI,MAPbI3,17.0,0.894,18.3,1.6
10.1039/c7ta05012g,MAPbI,MAPbI3,17.0,1.08,17.04,1.6
10.1016/j.carbon.2017.10.015,MAPbI,MAPbI3,17.0,0.875,21.2,1.7
10.1016/j.solmat.2016.07.045,MAPbI,MAPbI3,16.99,0.92,17.3,1.6
10.1039/c7ta08038g,MAPbI,MAPbI3,16.98,0.928,17.82,1.6
10.1016/j.apsusc.2018.11.163,MAPbI,MAPbI3,16.97,1.04,20.29,1.6
10.1007/s12274-019-2556-8,MAPbI,MAPbI3,16.96,0.95,19.7,1.6
10.1039/c6ta10470c,MAPbI,MAPbI3,16.95,0.96,17.75,1.6
10.1021/acsami.5b07511,MAPbI,MAPbI3,16.94,1.015,21.53,1.6
10.1016/j.jpowsour.2019.226894,MAPbI,MAPbI3,16.94,1.063,18.01,1.6
10.1039/c9ta08791e,MAPbI,MAPbI3,16.94,1.12,17.734,1.6
10.1021/acsaem.9b01004,MAPbI,MAPbI3,16.93,1.02,17.06,1.5
10.1021/acsaem.9b01004,MAPbI,MAPbI3,16.93,1.02,17.06,1.5
10.1016/j.jallcom.2019.151970,MAPbI,MAPbI3,16.92,1.03,17.42,1.6
